Horario;Horas;bets0;valor0;descValor0;bets1;valor1;descValor1;bets2;valor2;descValor2;fluxoApostas;LastSeq10;LastSeq9;LastSeq8;LastSeq7;LastSeq6;LastSeq5;LastSeq4;LastSeq3;LastSeq2;LastSeq1;Resultado
1;725;12;52324;2;44;20447;0;24;49469;1;1;1;0;1;1;0;0;0;0;0;0;0
1;725;14;8680;0;53;16517;1;22;71132;2;1;0;1;1;0;0;0;0;0;0;0;1
1;726;10;40503;2;47;22380;1;20;15832;0;1;1;1;0;0;0;0;0;0;0;1;1
1;726;16;57981;2;52;24167;1;16;12524;0;1;1;0;0;0;0;0;0;0;1;1;1
1;726;18;42330;1;44;15453;0;21;43415;2;1;0;0;0;0;0;0;0;1;1;1;0
1;727;18;13798;0;49;18903;1;13;53876;2;1;0;0;0;0;0;0;1;1;1;0;1
1;727;14;11952;0;55;15204;1;15;19393;2;0;0;0;0;0;0;1;1;1;0;1;0
1;728;10;1971;0;45;12245;1;16;40378;2;1;0;0;0;0;1;1;1;0;1;0;1
1;728;10;33123;2;48;8289;0;13;26329;1;1;0;0;0;1;1;1;0;1;0;0;1
1;729;10;10367;0;49;16930;1;22;63760;2;1;0;0;1;1;1;0;1;0;0;1;0
1;729;15;15310;1;49;13606;0;12;20489;2;0;0;1;1;1;0;1;0;0;1;0;0
1;730;11;7432;0;55;20122;1;25;56004;2;2;1;1;0;1;0;0;1;0;0;2;1
1;730;6;2499;0;41;13452;1;18;59793;2;1;1;0;1;0;0;1;0;0;2;1;0
1;731;12;28445;1;46;12733;0;14;62356;2;1;0;1;0;0;1;0;0;2;1;0;0
1;731;14;54294;2;48;15393;0;15;45740;1;1;1;0;0;1;0;0;2;1;0;1;0
1;731;10;3379;0;40;13849;1;15;47702;2;0;0;0;1;0;0;2;1;0;1;0;1
1;732;7;3008;0;46;13649;1;17;56181;2;1;0;1;0;0;2;1;0;1;0;0;0
1;732;7;2577;0;45;13265;1;22;37879;2;1;1;0;0;2;1;0;1;0;0;0;0
1;733;10;7042;0;40;10034;1;17;19899;2;1;0;0;2;1;0;1;0;0;0;0;1
1;733;6;1896;0;42;8464;1;19;25662;2;1;0;2;1;0;1;0;0;0;0;1;1
1;734;8;2422;0;49;118207;1;29;158961;2;2;1;0;1;0;0;0;0;1;1;2;1
1;734;15;17905;0;43;37093;1;16;57549;2;0;0;1;0;0;0;0;1;1;2;1;1
1;735;13;17276;0;48;57351;1;20;94738;2;1;0;0;0;0;1;1;2;1;0;2;1
1;736;11;11044;0;60;12998;1;24;52852;2;1;0;0;1;1;2;1;0;2;0;1;0
1;736;11;10716;0;47;43985;1;25;146088;2;2;0;1;1;2;1;0;2;0;1;0;0
1;739;17;17152;0;50;43066;1;13;60800;2;1;0;1;0;2;1;1;1;1;0;1;0
1;739;11;14720;0;48;44419;1;18;113845;2;1;1;0;2;1;1;1;1;0;1;0;0
1;740;11;48789;2;45;30109;1;15;8229;0;0;0;2;1;1;1;1;0;1;0;0;1
1;740;14;11951;0;50;26734;1;15;46009;2;1;2;1;1;1;1;0;1;0;0;1;1
1;741;16;25418;1;40;23908;0;9;42982;2;1;1;1;1;1;0;1;0;0;1;1;1
1;741;15;44617;2;44;20366;1;12;13528;0;1;1;1;1;0;1;0;0;1;1;1;0
1;741;16;4863;0;40;8686;1;9;15307;2;0;1;1;0;1;0;0;1;1;1;0;0
1;742;14;15884;2;49;13294;1;12;3173;0;1;1;0;1;0;0;1;1;1;0;0;0
1;742;10;68150;1;51;26274;0;17;104196;2;2;0;1;0;0;1;1;1;0;0;0;0
1;743;8;17396;2;46;9695;0;20;10880;1;0;1;0;0;1;1;1;0;0;0;1;0
1;743;12;7920;0;52;20409;1;19;32160;2;2;0;0;1;1;1;0;0;0;1;0;0
1;743;9;176531;2;54;92618;1;11;21072;0;2;0;1;1;1;0;0;0;1;0;2;1
1;744;6;92230;2;46;30641;1;15;15993;0;0;1;1;1;0;0;0;1;0;2;0;1
1;744;13;111126;2;56;44123;1;16;8112;0;1;1;1;0;0;0;1;0;2;0;1;1
1;745;13;4327;0;44;10688;1;20;28179;2;0;1;0;0;0;1;0;2;0;1;1;0
1;745;16;105137;2;40;25793;1;14;8015;0;2;0;0;0;1;0;2;0;1;1;0;0
1;745;20;140064;2;57;17359;0;17;21079;1;1;0;0;1;0;2;0;1;1;0;1;1
1;746;13;12438;2;51;8315;1;12;7933;0;0;0;1;0;2;0;1;1;0;1;1;0
1;746;16;6435;0;39;6735;1;18;18199;2;1;1;0;2;0;1;1;0;1;1;1;0
1;747;17;13034;2;54;10258;1;13;9018;0;1;0;2;0;1;1;0;1;1;1;0;1
1;747;18;12765;0;51;16904;1;17;33865;2;2;2;0;1;1;0;1;1;1;0;0;1
1;747;15;19196;1;46;16626;0;24;41682;2;1;0;1;1;0;1;1;1;0;0;1;1
1;748;26;29877;2;57;16825;1;11;14878;0;1;1;1;0;1;1;1;0;0;1;1;0
1;748;25;14645;1;52;14586;0;6;14913;2;1;1;0;1;1;1;0;0;1;1;0;1
1;749;17;11835;0;48;15686;1;14;37236;2;1;0;1;1;1;0;0;1;1;0;1;1
1;749;21;14890;0;68;22289;1;15;39758;2;1;1;1;0;0;1;1;0;1;1;2;1
1;750;21;14121;1;49;9203;0;16;83968;2;1;1;0;0;1;1;0;1;1;2;1;0
1;750;15;5975;0;45;9097;1;15;31349;2;0;0;0;1;1;0;1;1;2;1;0;0
1;751;22;55983;2;44;10641;1;14;5712;0;2;0;1;1;0;1;1;2;1;0;1;1
1;751;18;44745;1;46;19965;0;26;85916;2;2;1;1;0;1;1;2;1;0;1;0;0
1;751;23;28689;2;54;11388;0;19;14833;1;0;1;0;1;1;2;1;0;1;0;0;0
1;752;13;16998;1;52;13054;0;26;39037;2;1;0;1;1;2;1;0;1;0;0;0;0
1;752;13;5304;0;46;18104;1;22;33919;2;1;1;1;2;1;0;1;0;0;0;1;1
1;753;18;14137;0;54;16823;1;19;26203;2;1;1;2;1;0;1;0;0;0;1;1;0
1;753;20;37726;2;49;10965;1;20;7484;0;1;2;1;0;1;0;0;0;1;1;0;1
1;754;16;13078;2;55;11558;1;12;1852;0;0;1;0;1;0;0;0;1;1;0;1;0
1;754;15;17618;1;52;15916;0;23;49584;2;2;0;1;0;0;0;1;1;0;1;0;1
1;754;13;22173;2;47;12871;0;19;15894;1;0;1;0;0;0;1;1;0;1;0;0;0
1;755;12;14662;1;49;7157;0;16;16142;2;1;0;0;0;1;1;0;1;0;0;0;0
1;755;19;18630;1;54;10130;0;14;21537;2;1;0;0;1;1;0;1;0;0;0;0;0
1;756;13;4386;0;51;9424;1;23;37647;2;1;0;1;1;0;1;0;0;0;0;1;0
1;756;13;5184;0;51;16118;2;14;11758;1;0;1;1;0;1;0;0;0;0;1;0;1
1;756;13;55781;2;52;17988;1;20;11331;0;2;1;0;1;0;0;0;0;1;0;1;1
1;757;9;33055;2;49;13713;1;16;7482;0;0;0;1;0;0;0;0;1;0;1;1;1
1;757;14;14731;1;43;13422;0;17;17162;2;1;1;0;0;0;0;1;0;1;1;0;0
1;758;15;5606;0;54;12635;1;13;69561;2;2;0;0;0;0;1;0;1;1;0;0;1
1;758;10;2991;0;48;9834;1;16;47268;2;1;0;0;0;1;0;1;1;0;0;1;0
1;758;7;4456;0;47;9590;1;16;38113;2;1;0;0;1;0;1;1;0;0;1;0;0
1;759;10;8114;0;55;25687;1;25;121745;2;1;1;0;1;1;0;0;1;0;1;0;1
1;760;19;98065;2;54;27783;1;15;15388;0;1;0;1;1;0;0;1;0;1;0;1;0
1;760;12;34568;1;62;33327;0;17;50052;2;1;1;1;0;0;1;0;1;0;1;2;1
1;760;17;93654;2;48;27029;1;21;25541;0;1;1;0;0;1;0;1;0;1;2;1;1
1;761;10;14579;0;39;24846;1;18;73265;2;1;0;0;1;0;1;0;1;2;1;1;0
1;761;16;25440;0;47;35407;1;18;107196;2;1;0;1;0;1;0;1;2;1;1;1;0
1;762;16;77527;2;46;38055;1;9;8001;0;1;1;0;1;0;1;2;1;1;1;0;0
1;762;13;31540;2;47;17410;1;13;17201;0;0;0;1;0;1;2;1;1;1;0;0;0
1;762;17;127540;2;49;42823;1;19;33083;0;2;1;0;1;2;1;1;1;0;0;0;0
1;763;14;47181;1;46;29595;0;18;63524;2;1;0;1;2;1;1;1;0;0;0;0;1
1;763;12;49453;1;49;34824;0;17;99432;2;1;1;2;1;1;1;0;0;0;0;0;1
1;764;9;12010;0;52;20621;1;16;32520;2;0;2;1;1;1;0;0;0;0;0;1;1
1;764;10;11236;0;43;12962;1;18;31557;2;1;1;1;1;0;0;0;0;0;1;1;0
1;764;13;12659;0;51;15253;1;13;28424;2;1;1;1;0;0;0;0;0;1;1;0;0
1;765;6;9151;0;56;24369;1;18;45301;2;1;1;0;0;0;0;0;1;1;0;0;1
1;765;9;16870;0;45;24465;1;25;31427;2;1;0;0;0;0;0;1;1;0;0;1;1
1;766;13;15509;0;50;22750;1;13;53897;2;1;0;0;0;0;1;1;0;0;1;0;1
1;766;6;2555;0;37;13263;1;21;49339;2;1;0;0;0;1;1;0;0;1;0;0;0
1;766;9;6480;0;40;12598;1;14;30881;2;1;0;0;1;1;0;0;1;0;0;0;0
1;767;12;16554;0;55;21129;1;22;120541;2;2;0;1;1;0;0;1;0;0;0;0;1
1;767;8;18503;0;47;20865;1;19;66333;2;1;1;1;0;0;1;0;0;0;0;1;1
1;768;7;5327;0;56;22690;1;19;29152;2;0;1;0;0;1;0;0;0;0;1;1;0
1;768;10;26731;2;60;19715;1;11;19435;0;1;0;0;1;0;0;0;0;1;1;0;1
1;768;10;25619;2;43;22360;1;11;11967;0;1;0;1;0;0;0;0;1;1;0;0;1
1;769;10;67535;2;55;31235;0;26;60428;1;2;1;0;0;0;0;1;1;0;0;1;0
1;769;12;26337;0;57;36146;1;18;58785;2;1;0;0;0;0;1;1;0;0;1;0;1
1;770;13;107602;2;44;47434;1;14;16208;0;1;0;0;0;1;1;0;0;1;0;1;0
1;770;13;16489;0;56;30307;1;18;86603;2;1;0;0;1;1;0;0;1;0;1;0;0
1;770;14;70272;2;55;32134;0;15;33380;1;1;0;1;1;0;0;1;0;1;0;1;0
1;771;9;41868;0;41;45548;1;18;111564;2;1;1;1;0;0;1;0;1;0;1;0;1
1;771;14;62110;1;54;41063;0;16;71399;2;1;1;0;0;1;0;1;0;1;0;1;0
1;772;12;47565;1;55;40628;0;17;51658;2;1;0;0;1;0;1;0;1;0;1;0;0
1;772;13;50126;1;47;45347;0;19;86403;2;1;0;1;0;1;0;1;0;1;0;1;0
1;772;10;17900;0;50;30941;1;19;38682;2;0;1;0;1;0;1;0;1;0;1;1;0
1;773;18;37042;2;53;28897;0;8;28992;1;1;0;1;0;1;0;1;0;1;1;0;0
1;773;11;6230;0;56;44752;1;13;74804;2;1;1;0;1;0;1;0;1;1;0;2;1
1;775;23;77676;2;48;47393;1;17;41142;0;2;0;1;1;0;2;1;2;1;1;1;0
1;776;11;26571;2;24;10992;1;6;7970;0;0;1;1;0;2;1;2;1;1;1;1;1
1;776;12;77690;2;17;8996;1;4;233;0;2;1;0;2;1;2;1;1;1;1;1;0
1;777;15;45181;2;42;35859;1;17;12975;0;2;1;2;1;1;1;1;1;0;1;0;0
1;778;16;36105;2;35;21360;1;10;3816;0;0;2;1;1;1;1;1;0;1;0;0;0
1;778;16;17063;2;29;14812;1;9;10308;0;1;1;1;1;1;1;0;1;0;0;0;0
1;778;15;19304;1;31;22593;2;17;19226;0;1;1;1;1;1;0;1;0;0;0;0;1
1;779;14;15994;0;46;33408;2;19;19461;1;1;1;1;1;0;1;0;0;0;0;1;0
2;780;19;18655;0;46;55727;2;15;26863;1;1;0;1;0;0;0;0;1;0;2;2;1
2;780;11;4889;0;32;30919;2;12;6377;1;0;1;0;0;0;0;1;0;2;2;1;1
2;781;17;41648;2;40;26863;1;15;9423;0;2;0;0;0;0;1;0;2;2;1;1;1
2;781;12;38487;2;35;34578;1;17;15938;0;1;0;0;0;1;0;2;2;1;1;1;0
2;782;19;31096;0;54;53214;2;19;47679;1;1;0;0;1;0;2;2;1;1;1;2;1
2;782;15;17002;1;38;25768;2;16;5899;0;0;0;1;0;2;2;1;1;1;2;1;0
2;782;18;32872;2;48;21944;1;19;10184;0;1;1;0;2;2;1;1;1;2;1;1;0
2;783;27;29302;2;41;27809;1;8;10875;0;1;0;2;2;1;1;1;2;1;1;0;1
2;783;21;42497;2;36;33514;1;17;23922;0;1;2;2;1;1;1;2;1;1;0;1;1
2;784;26;88009;2;36;28890;1;14;12104;0;2;1;1;1;2;1;1;0;1;1;1;1
2;784;27;78061;2;42;37356;1;18;18450;0;1;1;1;2;1;1;0;1;1;1;1;0
2;785;21;10259;0;35;37497;2;14;10809;1;0;1;2;1;1;0;1;1;1;1;0;0
2;785;20;66657;2;39;21857;1;20;17755;0;2;2;1;1;0;1;1;1;1;0;0;1
2;786;15;27164;2;43;25618;1;22;22933;0;1;1;1;0;1;1;1;1;0;0;1;1
2;786;18;19237;1;43;45622;2;18;6033;0;0;0;1;1;1;1;0;0;1;1;1;0
2;787;32;36225;2;50;30706;1;11;6538;0;1;1;1;1;1;0;0;1;1;1;0;0
2;787;19;34138;2;41;29989;1;13;24268;0;1;1;1;1;0;0;1;1;1;0;0;1
2;788;11;8198;0;43;39840;1;28;99366;2;2;1;1;0;0;1;1;1;0;0;1;0
2;788;12;16749;0;39;37765;2;20;17689;1;0;1;0;0;1;1;1;0;0;1;0;1
2;788;23;27175;1;45;40016;2;14;6254;0;1;0;0;1;1;1;0;0;1;0;1;0
2;789;17;23121;1;34;40257;2;10;2962;0;1;0;1;1;1;0;0;1;0;1;1;0
2;789;20;18204;1;31;44057;2;14;7143;0;1;1;1;1;0;0;1;0;1;1;0;1
2;790;11;8503;1;61;33124;2;12;6328;0;0;1;0;0;1;0;1;1;0;1;2;1
2;791;13;25553;1;45;38224;2;15;17825;0;2;0;0;1;0;1;1;0;1;2;1;0
2;791;17;18656;0;70;44585;2;15;18846;1;1;0;1;0;1;1;0;1;2;1;1;1
2;791;20;12760;0;45;29718;1;14;68314;2;1;1;0;1;1;0;1;2;1;1;0;1
2;792;19;21515;1;38;26131;2;11;13214;0;0;0;1;1;0;1;2;1;1;0;1;1
2;792;24;34719;1;55;29690;0;20;40020;2;2;1;1;0;1;2;1;1;0;1;0;0
2;793;15;5126;0;41;34394;2;16;18704;1;0;1;0;1;2;1;1;0;1;0;0;1
2;793;12;2624;0;47;36141;2;16;4769;1;1;0;1;2;1;1;0;1;0;0;1;1
2;794;23;64846;2;49;52288;1;12;9246;0;1;2;1;1;0;1;0;0;1;1;2;0
2;794;23;18212;1;54;35135;2;13;14180;0;0;1;1;0;1;0;0;1;1;2;0;0
2;795;23;42622;2;51;28939;1;12;18773;0;1;1;0;1;0;0;1;1;2;0;0;0
2;795;15;2536;0;48;30528;1;21;38358;2;1;0;1;0;0;1;1;2;0;0;0;0
2;798;29;147293;2;40;25598;1;16;1992;0;1;0;0;0;1;2;1;2;1;1;1;0
2;798;21;61665;2;48;50315;1;21;9033;0;1;0;0;1;2;1;2;1;1;1;1;0
2;799;35;180893;2;64;39434;1;15;21333;0;1;2;1;2;1;1;1;1;1;0;0;1
2;800;19;35717;1;60;64163;2;17;13498;0;0;1;2;1;1;1;1;1;0;0;1;0
2;800;26;440920;2;46;26164;1;14;15844;0;2;2;1;1;1;1;1;0;0;1;0;1
2;801;37;78788;2;61;18352;1;8;2982;0;0;1;1;1;1;1;0;0;1;0;1;0
2;801;19;68768;2;61;28788;0;29;50857;1;1;1;1;1;1;0;0;1;0;1;0;0
2;801;22;50847;2;49;23516;0;15;23927;1;0;1;1;1;0;0;1;0;1;0;0;1
2;802;21;26876;2;58;13526;0;11;14403;1;0;1;1;0;0;1;0;1;0;0;1;0
2;802;20;8734;0;48;13119;2;15;11016;1;0;1;0;0;1;0;1;0;0;1;0;1
2;803;25;63253;2;49;23659;1;8;23373;0;2;0;0;1;0;1;0;0;1;0;1;1
2;803;18;61612;2;54;22548;1;11;3386;0;1;0;1;0;1;0;0;1;0;1;1;0
2;803;21;54258;2;37;14237;0;17;16156;1;1;1;0;1;0;0;1;0;1;1;0;1
2;804;19;15661;2;45;14513;1;12;9005;0;0;0;1;0;0;1;0;1;1;0;1;0
2;804;17;39774;1;49;25471;0;22;60314;2;2;1;0;0;1;0;1;1;0;1;0;0
2;805;21;72322;2;47;22409;0;22;33444;1;1;0;0;1;0;1;1;0;1;0;0;0
2;805;16;13294;0;46;20252;1;22;59701;2;1;0;1;0;1;1;0;1;0;0;1;1
2;805;25;85053;2;50;24195;1;8;22131;0;1;1;0;1;1;0;1;0;0;1;0;0
2;806;20;56627;2;37;11820;0;11;13474;1;0;0;1;1;0;1;0;0;1;0;0;0
2;806;22;22439;1;42;12227;0;19;23365;2;1;1;1;0;1;0;0;1;0;0;0;0
2;807;24;10579;0;51;16983;1;22;33180;2;1;1;0;1;0;0;1;0;0;0;0;1
2;807;18;166092;2;42;25672;1;18;8622;0;2;0;1;0;0;1;0;0;0;0;1;0
2;808;17;8700;0;45;8824;1;20;28669;2;1;0;0;1;0;0;0;0;1;0;0;1
2;808;17;12154;0;50;15516;1;21;33488;2;1;0;1;0;0;0;0;1;0;0;1;1
2;809;17;8843;0;43;15105;1;20;54712;2;1;1;0;0;0;0;1;0;0;1;0;1
2;809;24;68679;2;58;17432;0;16;25035;1;1;0;0;0;0;1;0;0;1;0;1;1
2;809;14;14762;1;49;14424;0;23;42150;2;0;0;0;0;1;0;0;1;0;1;0;0
2;810;21;72902;1;44;17560;0;20;168588;2;2;0;0;1;0;0;1;0;1;0;0;1
2;810;17;11829;0;42;12810;1;21;30934;2;0;0;1;0;0;1;0;1;0;0;0;0
2;811;13;14578;0;49;23348;1;22;88305;2;2;1;0;0;1;0;1;0;0;0;1;1
2;811;14;21706;2;55;15766;1;15;11187;0;0;0;0;1;0;1;0;0;0;1;1;1
2;812;15;37861;2;45;28541;1;13;10818;0;2;0;1;0;1;0;0;0;1;1;1;0
2;812;15;34626;2;37;23086;1;15;15256;0;1;1;0;1;0;0;0;1;1;1;1;0
2;812;23;13814;0;54;38839;2;8;16204;1;1;0;1;0;0;0;1;1;1;1;0;1
2;813;21;18782;0;52;39602;2;10;27758;1;1;1;0;0;0;1;1;1;1;0;2;1
2;813;15;11569;0;38;23878;2;12;14546;1;0;0;0;0;1;1;1;1;0;2;1;1
2;814;26;64689;2;48;21536;1;8;1802;0;2;0;0;1;1;1;1;0;2;1;1;0
2;814;21;35826;2;38;18739;1;11;12312;0;1;0;1;1;1;1;0;2;1;1;1;0
2;814;27;80261;2;45;18548;1;8;3666;0;2;1;1;1;1;0;2;1;1;1;0;1
2;817;20;26764;2;41;17603;0;9;23827;1;0;1;1;1;0;1;2;0;1;0;1;1
2;817;14;39157;2;46;12613;0;15;20201;1;1;1;1;0;1;2;0;1;0;1;1;0
2;818;18;24232;2;37;15083;0;11;18865;1;1;1;0;1;2;0;1;0;1;1;0;0
2;818;15;20426;0;42;22158;1;15;39846;2;1;1;2;0;1;0;1;1;0;0;1;1
2;819;20;41207;2;41;29487;1;14;25945;0;1;2;0;1;0;1;1;0;0;1;1;0
2;819;20;77353;2;55;30345;1;11;10125;0;1;0;1;0;1;1;0;0;1;1;0;0
2;820;17;14160;0;45;26941;2;11;14527;1;0;1;0;1;1;0;0;1;1;0;0;1
2;820;12;37756;2;47;18947;0;23;34225;1;2;0;1;1;0;0;1;1;0;0;1;0
2;821;21;38230;0;51;76390;1;3;207750;2;2;1;0;0;1;1;0;0;1;1;2;0
2;821;20;25593;2;42;15409;1;7;3549;0;0;0;0;1;1;0;0;1;1;2;0;0
2;822;22;39811;1;42;13672;0;16;44651;2;2;0;1;1;0;0;1;1;2;0;0;0
2;822;19;21233;1;46;11241;0;14;27130;2;1;1;0;0;1;1;2;0;0;0;0;0
2;823;27;31985;2;48;13118;0;18;27752;1;1;0;0;1;1;2;0;0;0;0;0;0
2;823;12;10698;0;46;16299;1;18;37135;2;1;0;1;1;2;0;0;0;0;0;1;0
2;824;19;25272;2;44;11191;0;14;22818;1;1;1;1;2;0;0;0;0;0;1;0;1
2;824;19;13176;1;55;11920;0;16;26503;2;1;1;2;0;0;0;0;0;1;0;1;0
2;824;9;14085;0;54;17214;1;24;33193;2;1;2;0;0;0;0;0;1;0;1;0;0
2;825;10;7372;0;48;20253;1;9;30692;2;1;0;0;0;0;0;1;0;1;0;0;0
2;825;11;2733;0;46;27515;1;18;59385;2;2;0;0;0;0;1;0;1;0;0;0;1
2;826;11;28802;2;47;20293;1;23;19000;0;1;0;0;0;1;0;1;0;0;0;1;0
2;826;11;25286;0;54;29562;1;15;37383;2;1;0;0;1;0;1;0;0;0;1;2;1
2;826;17;19819;2;43;10646;0;13;16962;1;0;0;1;0;1;0;0;0;1;2;1;0
2;827;19;21926;2;36;9550;0;12;16319;1;1;1;0;1;0;0;0;1;2;1;0;0
2;827;14;13883;1;51;10899;0;24;87056;2;2;0;1;0;0;0;1;2;1;0;0;1
2;828;14;13616;1;46;13582;0;25;40703;2;0;1;0;0;0;1;2;1;0;0;0;1
2;828;6;22049;1;47;17215;0;24;68812;2;2;0;0;1;2;1;0;0;0;1;1;0
2;829;14;27261;1;43;15538;0;24;64138;2;1;0;1;2;1;0;0;0;1;1;0;1
2;830;23;29578;2;61;14739;0;19;21345;1;1;2;1;0;0;0;1;1;0;1;1;0
2;830;12;12690;1;47;7533;0;25;31828;2;1;1;0;0;0;1;1;0;1;1;0;0
2;830;11;17233;1;53;12110;0;20;25000;2;1;0;0;0;1;1;0;1;1;0;0;0
2;831;13;15242;1;58;13246;0;21;35967;2;1;0;0;1;1;0;1;1;0;0;1;0
2;831;7;5967;0;53;22467;1;17;62094;2;1;0;1;1;0;1;1;0;0;1;0;1
2;832;21;46964;2;55;16087;0;16;39575;1;1;1;1;0;1;1;0;0;1;0;1;0
2;832;10;8510;0;55;23861;1;25;79460;2;1;1;0;1;1;0;0;1;0;1;0;0
2;832;15;9720;0;58;14677;1;18;18576;2;0;0;1;1;0;0;1;0;1;0;0;0
2;833;16;14343;1;40;9805;0;20;18525;2;1;1;1;0;0;1;0;1;0;0;0;0
2;833;19;10977;2;41;10796;1;13;6354;0;0;1;0;0;1;0;1;0;0;0;0;0
2;834;15;24195;2;52;14980;1;21;9391;0;2;0;1;0;1;0;0;0;0;0;0;0
2;834;11;15966;0;54;27431;1;27;50511;2;2;1;0;1;0;0;0;0;0;0;2;1
2;835;10;16080;1;47;12499;0;27;44368;2;1;0;1;0;0;0;0;0;0;2;1;1
2;835;20;93568;2;51;21806;1;19;17561;0;2;1;0;0;0;0;0;0;2;1;1;0
2;836;19;13776;0;45;15747;1;22;53855;2;0;0;0;0;0;0;0;2;1;1;0;0
2;836;22;26379;0;59;26469;1;24;56632;2;1;0;0;0;0;0;2;1;1;0;2;1
2;836;23;61844;2;51;10283;0;19;26845;1;1;0;0;0;0;2;1;1;0;2;1;1
2;837;24;37048;1;66;60107;2;17;16471;0;1;0;0;2;1;1;0;2;1;1;1;1
2;838;28;109279;2;56;44969;1;16;25892;0;2;1;1;0;2;1;1;1;1;0;0;0
2;839;17;49433;2;70;44724;1;22;27501;0;1;1;0;2;1;1;1;1;0;0;0;1
2;839;12;7704;0;49;46574;2;23;33254;1;1;0;2;1;1;1;1;0;0;0;1;1
2;840;15;19182;0;49;44734;2;22;34625;1;1;2;1;1;1;1;0;0;0;1;1;0
2;840;12;16043;0;62;22611;1;17;31516;2;1;1;1;1;1;0;0;0;1;1;0;0
2;840;10;19165;0;49;41528;2;27;37142;1;1;1;1;1;0;0;0;1;1;0;0;1
2;841;13;24634;0;53;65524;2;27;56095;1;1;1;1;0;0;0;1;1;0;0;1;0
2;841;11;21602;0;52;49721;2;24;42902;1;1;1;0;0;0;1;1;0;0;1;0;0
2;842;10;16233;0;56;39048;2;19;30666;1;1;0;1;1;0;0;1;0;0;1;2;1
2;843;16;5358;0;45;14181;1;18;52603;2;1;1;1;0;0;1;0;0;1;2;0;1
2;843;10;10025;0;51;13804;1;26;19335;2;0;1;0;0;1;0;0;1;2;0;1;1
2;844;11;12982;0;51;22647;1;25;29357;2;2;0;0;1;0;0;1;2;0;1;1;1
2;844;13;7010;0;48;16689;1;26;34131;2;1;0;1;0;0;1;2;0;1;1;0;0
2;844;16;17460;2;44;16418;0;25;17324;1;1;1;0;0;1;2;0;1;1;0;1;1
2;845;23;26698;2;50;15752;1;24;10493;0;1;0;0;1;2;0;1;1;0;1;1;0
2;845;20;14440;2;43;10701;1;21;7550;0;0;0;1;2;0;1;1;0;1;1;1;1
2;846;17;12000;0;47;17567;1;20;33631;2;1;0;1;1;0;1;1;1;2;0;0;0
2;847;16;12163;0;34;15248;1;25;46403;2;1;1;1;0;1;1;1;2;0;0;1;1
2;847;22;27921;2;54;25439;1;15;14906;0;1;1;0;1;1;1;2;0;0;1;1;0
2;848;25;28658;2;46;16214;1;16;12289;0;1;0;1;1;1;2;0;0;1;1;0;1
2;848;32;106097;2;40;30967;1;15;11623;0;2;1;1;1;2;0;0;1;1;0;1;0
2;848;13;6928;0;61;19630;1;36;41190;2;0;1;1;2;0;0;1;1;0;1;0;0
2;849;13;16241;0;54;22689;1;20;25764;2;1;1;2;0;0;1;1;0;1;0;0;0
2;849;12;10860;0;55;17065;1;23;29444;2;1;2;0;0;1;1;0;1;0;0;0;0
2;850;12;15048;0;52;16905;1;27;41649;2;1;0;0;1;1;0;1;0;0;0;0;0
2;850;23;24288;1;46;13307;0;20;43248;2;1;0;1;1;0;1;0;0;0;0;0;0
2;851;10;10583;0;63;32545;2;21;29177;1;1;1;0;1;0;0;0;0;0;1;2;1
2;851;14;28099;2;49;15491;0;20;20722;1;1;0;1;0;0;0;0;0;1;2;1;1
2;852;10;8753;0;57;19725;1;25;41846;2;1;1;0;0;0;0;0;1;2;1;0;0
2;852;12;9869;0;50;13492;1;20;49591;2;1;0;0;0;0;0;1;2;1;0;0;1
2;853;10;12547;0;50;17738;1;24;31232;2;1;0;0;0;0;1;2;1;0;0;1;1
2;853;23;23108;1;53;23562;2;11;5228;0;1;0;0;0;1;2;1;0;0;1;1;0
2;853;11;12525;1;57;32392;2;11;7363;0;1;0;0;1;2;1;0;0;1;1;2;0
2;854;17;31353;2;51;24361;1;14;4902;0;1;1;2;1;0;0;1;1;2;1;1;0
2;855;19;23022;2;52;12458;1;12;9823;0;1;2;1;0;0;1;1;2;1;1;0;0
2;855;13;31008;0;53;51843;1;23;75164;2;2;1;0;0;1;1;2;1;1;0;0;1
2;855;11;8625;0;51;48993;1;26;58220;2;1;0;0;1;1;2;1;1;0;0;1;0
2;857;15;18256;0;55;28841;1;19;39225;2;1;1;1;0;0;1;2;0;1;1;0;1
2;858;11;7925;0;47;20571;1;27;33351;2;1;1;0;0;1;2;0;1;1;0;1;0
2;858;14;26701;0;59;29056;1;19;132342;2;2;0;0;1;2;0;1;1;0;1;0;0
2;859;12;82141;2;62;24592;0;30;37888;1;1;0;1;2;0;1;1;0;1;0;0;1
2;859;15;27439;1;56;19316;0;23;47832;2;0;1;2;0;1;1;0;1;0;0;0;0
2;859;17;46914;2;67;17204;0;22;38611;1;1;2;0;1;1;0;1;0;0;0;0;0
2;860;19;31868;2;49;20630;0;20;31140;1;1;0;1;1;0;1;0;0;0;0;0;0
2;860;19;12449;0;53;16566;1;25;70897;2;1;1;1;0;1;0;0;0;0;0;0;1
2;861;14;8499;0;67;51802;2;23;19541;1;1;1;0;1;0;0;0;0;0;0;1;1
2;861;19;17492;0;50;29981;1;23;38355;2;1;0;1;0;0;0;0;0;0;1;1;1
2;861;23;13244;0;63;23340;1;16;25158;2;1;1;0;0;0;0;0;0;1;1;0;1
