Horario;Horas;bets0;valor0;descValor0;bets1;valor1;descValor1;bets2;valor2;descValor2;fluxoApostas;LastSeq10;LastSeq9;LastSeq8;LastSeq7;LastSeq6;LastSeq5;LastSeq4;LastSeq3;LastSeq2;LastSeq1;Resultado
3;1157;10;6762;0;31;15107;1;19;205491;2;1;0;0;0;1;0;1;0;0;0;0;0
3;1157;13;32139;0;28;50843;1;19;188794;2;1;0;0;1;0;1;0;0;0;0;1;1
3;1158;11;14391;0;31;15171;1;17;35373;2;0;0;1;0;1;0;0;0;0;1;1;0
3;1159;9;38550;1;37;21100;0;19;83470;2;2;1;0;0;0;0;1;1;0;1;0;0
3;1159;11;32031;1;41;22034;0;19;57101;2;1;0;0;0;0;1;1;0;1;0;0;1
3;1160;14;21609;1;29;16708;0;18;95145;2;1;0;0;0;1;1;0;1;0;0;1;0
3;1160;19;58440;1;33;33410;0;18;250821;2;2;0;0;1;1;0;1;0;0;1;2;0
3;1160;13;36502;1;28;22956;0;17;336687;2;1;0;1;1;0;1;0;0;1;2;0;0
3;1161;12;44115;2;38;22414;0;21;34005;1;0;1;1;0;1;0;0;1;2;0;0;1
3;1161;16;28382;1;29;19730;0;18;67729;2;1;1;0;1;0;0;1;2;0;0;1;0
3;1162;13;20637;0;35;23601;1;20;38529;2;1;0;1;0;0;1;2;0;0;1;0;0
3;1162;20;49178;2;31;21664;0;18;44563;1;1;1;0;0;1;2;0;0;1;0;0;1
3;1163;21;84988;2;31;37874;0;12;72217;1;2;0;0;1;2;0;0;1;0;0;1;0
3;1163;14;10834;0;44;44886;1;19;57012;2;0;0;1;2;0;0;1;0;0;1;2;1
3;1163;19;18063;0;38;31517;1;19;87433;2;1;1;2;0;0;1;0;0;1;2;1;0
3;1164;21;52603;2;29;18484;0;20;50169;1;1;2;0;0;1;0;0;1;2;1;0;1
3;1164;21;66552;1;34;33911;0;22;110299;2;2;0;0;1;0;0;1;2;1;0;1;1
3;1165;18;18642;1;33;15245;0;16;37049;2;0;0;1;0;0;1;2;1;0;1;1;0
3;1165;19;42063;2;30;14770;0;16;32231;1;1;1;0;0;1;2;1;0;1;1;0;1
3;1165;17;22188;0;39;29067;1;25;89123;2;2;0;0;1;2;1;0;1;1;0;1;0
3;1166;19;152172;2;32;24401;1;16;14379;0;1;0;1;2;1;0;1;1;0;1;0;1
3;1166;13;52372;2;32;19344;0;17;42304;1;0;1;2;1;0;1;1;0;1;0;0;1
3;1167;11;40529;2;37;20539;0;15;30740;1;1;1;0;1;1;0;1;0;0;1;0;1
3;1167;16;20349;0;31;24030;1;19;66551;2;1;0;1;1;0;1;0;0;1;0;1;0
3;1168;15;25873;2;28;11515;0;13;20075;1;2;1;0;1;0;0;1;0;1;1;0;1
3;1169;15;10346;0;38;17864;1;17;42390;2;1;0;1;0;0;1;0;1;1;0;1;0
3;1169;11;8688;0;43;19741;2;12;10363;1;0;1;0;0;1;0;1;1;0;1;2;1
3;1169;14;30019;1;33;15549;0;14;42877;2;2;0;0;1;0;1;1;0;1;2;1;0
3;1170;15;38961;2;36;15653;1;12;15361;0;1;0;1;0;1;1;0;1;2;1;0;1
3;1170;14;49722;2;33;19200;0;20;30373;1;1;1;0;1;1;0;1;2;1;0;0;0
3;1171;19;36326;2;33;14635;0;18;33417;1;1;0;1;1;0;1;2;1;0;0;0;1
3;1171;11;9483;0;31;13864;1;21;90671;2;1;1;0;1;2;1;0;0;0;2;0;0
3;1172;15;23623;1;42;19144;0;24;52081;2;1;0;1;2;1;0;0;0;2;0;0;1
3;1172;13;43683;1;27;15705;0;25;80994;2;1;1;2;1;0;0;0;2;0;0;1;0
3;1173;7;27295;2;28;15572;1;16;11348;0;0;2;1;0;0;0;2;0;0;1;0;1
3;1173;8;24117;1;26;14524;0;20;50417;2;2;1;0;0;0;2;0;0;1;0;1;0
3;1173;10;38056;1;34;22359;0;21;57162;2;1;0;0;0;2;0;0;1;0;1;0;0
3;1174;20;40158;1;37;23623;0;14;41455;2;1;0;0;2;0;0;1;0;1;0;1;1
3;1174;11;24801;1;36;19776;0;16;45128;2;1;0;2;0;0;1;0;1;0;1;0;1
3;1175;14;32822;1;34;21514;0;12;41753;2;1;2;0;0;1;0;1;0;1;0;1;1
3;1175;7;6583;0;27;12729;1;10;31279;2;0;0;0;1;0;1;0;1;0;1;1;0
3;1175;8;28237;0;25;35025;1;13;38152;2;2;0;1;0;1;0;1;0;1;1;0;0
3;1176;9;25554;0;36;46001;2;9;26726;1;1;1;0;1;0;1;0;1;1;0;2;1
3;1176;9;21265;1;37;20736;0;11;24728;2;1;0;1;0;1;0;1;1;0;2;1;0
3;1177;11;26231;2;30;13226;0;10;14140;1;1;1;0;1;1;0;2;1;1;1;0;1
3;1178;13;11043;1;27;10230;0;10;31357;2;1;0;1;1;0;2;1;1;1;0;1;0
3;1178;17;37976;2;31;17812;1;15;9045;0;1;1;1;0;2;1;1;1;0;1;0;1
3;1179;15;6447;0;34;20593;1;10;26832;2;1;1;0;2;1;1;1;0;1;0;1;1
3;1179;15;20591;2;29;12110;0;7;12296;1;1;0;2;1;1;1;0;1;0;1;1;1
3;1179;12;9861;1;36;16868;2;11;7156;0;1;2;1;1;1;0;1;0;1;1;0;0
3;1180;9;4742;0;32;15401;1;19;25310;2;1;1;1;1;0;1;0;1;1;0;0;0
3;1180;8;9940;0;38;19797;1;14;23928;2;1;1;1;0;1;0;1;1;0;0;0;1
3;1181;6;1252;0;33;21543;1;15;44926;2;1;1;0;1;0;1;1;0;0;0;1;1
3;1181;10;8982;2;29;8677;1;11;7430;0;0;0;1;0;1;1;0;0;0;1;1;0
3;1181;14;15590;1;32;6294;0;11;20353;2;2;1;0;1;1;0;0;0;1;1;1;1
3;1182;16;22019;1;27;12068;0;12;36499;2;2;0;1;1;0;0;0;1;1;1;1;1
3;1182;12;27336;2;23;6584;0;8;12653;1;0;1;1;0;0;0;1;1;1;1;1;0
3;1183;10;20027;2;25;6242;1;5;1299;0;0;1;0;0;0;1;1;1;1;1;0;1
3;1183;11;7535;1;25;9766;2;7;2077;0;1;0;0;0;1;1;1;1;1;0;1;1
3;1184;13;24815;2;27;6778;1;10;2908;0;2;0;0;1;1;1;1;1;0;1;0;1
3;1184;6;5436;0;33;16531;1;17;40758;2;1;1;1;1;1;1;0;1;0;2;0;0
3;1185;12;8885;1;34;8119;0;12;12711;2;0;1;1;1;1;0;1;0;2;0;0;0
3;1185;17;19282;0;27;20449;1;22;34454;2;2;1;1;1;0;1;0;2;0;0;0;1
3;1186;16;10964;2;30;9325;1;16;6820;0;0;1;1;0;1;0;2;0;0;0;1;0
3;1186;12;45849;2;26;18431;0;15;21194;1;2;1;0;1;0;2;0;0;0;1;0;1
3;1186;13;17134;1;35;9098;0;19;21648;2;0;0;1;0;2;0;0;0;1;0;1;0
3;1188;19;39761;2;34;27011;1;16;12267;0;2;2;0;0;0;1;0;1;2;0;1;1
3;1189;8;6424;0;33;15205;2;14;8700;1;1;0;1;0;1;2;0;1;1;0;0;0
3;1189;12;8379;0;30;17477;1;22;31836;2;2;1;0;1;2;0;1;1;0;0;0;0
3;1190;10;20772;1;24;12125;0;20;31187;2;1;0;1;2;0;1;1;0;0;0;0;1
3;1190;12;14013;0;40;14859;1;16;37754;2;1;1;2;0;1;1;0;0;0;0;1;0
3;1190;11;15991;2;36;14733;1;11;10334;0;0;2;0;1;1;0;0;0;0;1;0;0
3;1191;11;5997;0;37;13290;1;13;49968;2;2;0;1;1;0;0;0;0;1;0;0;1
3;1191;13;5393;0;28;11970;1;12;25730;2;0;1;1;0;0;0;0;1;0;0;1;1
3;1192;12;48967;2;31;19371;1;7;12901;0;2;1;0;0;0;0;1;0;0;1;1;0
3;1192;10;16830;2;30;16804;1;7;14620;0;0;0;0;0;0;1;0;0;1;1;0;1
3;1192;11;12639;1;34;12911;2;4;10389;0;1;0;0;0;1;0;0;1;1;0;1;0
3;1193;13;30938;2;26;6937;0;9;12709;1;1;0;0;1;0;0;1;1;0;1;0;1
3;1193;15;37590;2;29;20144;0;5;21020;1;2;0;1;0;0;1;1;0;1;0;1;0
3;1194;13;56574;2;24;9527;1;9;8071;0;1;1;0;0;1;1;0;1;0;1;0;1
3;1194;13;16964;0;32;24489;1;7;51178;2;1;0;0;1;1;0;1;0;1;0;1;0
3;1194;12;3568;0;33;16060;1;11;20541;2;0;0;1;1;0;1;0;1;0;1;0;1
3;1195;14;16237;2;31;11883;1;11;10294;0;1;1;1;0;1;0;1;0;1;0;1;0
3;1195;13;23496;2;27;13592;0;12;15111;1;1;1;0;1;0;1;0;1;0;1;0;0
3;1196;14;16860;1;32;32582;2;9;15355;0;1;0;1;0;1;0;1;0;1;0;0;0
3;1196;14;19370;2;31;10868;1;8;7323;0;0;1;0;1;0;1;0;1;0;0;0;1
3;1196;9;5645;0;28;16390;1;10;19022;2;1;0;1;0;1;0;1;0;0;0;1;0
3;1197;14;10756;1;31;25265;2;9;3445;0;1;1;0;1;0;1;0;0;0;1;2;0
3;1197;16;6949;0;26;13360;2;13;12549;1;1;0;1;0;1;0;0;0;1;2;0;0
3;1198;20;31895;2;35;18205;1;13;12491;0;2;1;0;1;0;0;0;1;2;0;0;1
3;1198;13;8062;0;28;18112;2;13;8331;1;0;0;1;0;0;0;1;2;0;0;1;1
3;1198;19;72307;2;31;19015;0;11;20394;1;2;1;0;0;0;1;2;0;0;1;1;1
3;1199;18;19112;1;29;25423;2;9;3199;0;0;0;0;0;1;2;0;0;1;1;1;0
3;1199;16;14807;0;31;33493;2;9;22199;1;1;0;0;1;2;0;0;1;1;1;0;0
3;1200;14;13986;1;28;26326;2;10;12878;0;1;0;1;2;0;0;1;1;1;0;0;1
3;1201;8;8334;1;31;16272;2;13;8103;0;1;0;0;1;1;1;0;0;2;1;0;0
3;1201;15;16872;2;26;14196;1;6;2953;0;1;0;1;1;1;0;0;2;1;0;1;1
3;1202;17;46174;2;29;18356;1;4;564;0;2;1;1;1;0;0;2;1;0;1;1;0
3;1202;7;28415;2;23;15453;1;9;1252;0;1;1;1;0;0;2;1;0;1;1;0;0
3;1202;10;9020;0;24;15624;1;15;30648;2;1;1;0;0;2;1;0;1;1;0;0;1
3;1203;9;5628;0;29;17656;1;12;30287;2;1;0;0;2;1;0;1;1;0;0;1;1
3;1203;15;17054;1;25;15184;0;9;34130;2;1;0;2;1;0;1;1;0;0;1;1;1
3;1205;16;57051;2;28;23144;1;11;12978;0;1;1;1;0;0;1;1;1;0;1;1;0
3;1205;9;34029;1;29;17035;0;11;64463;2;1;1;0;0;1;1;1;0;1;1;0;0
3;1206;10;7763;0;27;15521;1;12;47111;2;0;0;0;1;1;1;0;1;1;0;0;0
3;1206;7;30832;2;25;12843;1;12;6154;0;1;0;1;1;1;0;1;1;0;0;1;1
3;1206;15;27197;1;32;18470;0;7;53532;2;2;1;1;1;0;1;1;0;0;1;1;0
3;1226;15;51921;2;38;26166;1;9;11303;0;2;1;1;0;0;0;0;1;1;0;1;1
3;1227;18;145168;2;39;38108;1;6;1041;0;2;1;0;0;0;0;1;1;0;1;1;0
3;1227;12;72870;1;31;27309;0;8;75736;2;1;0;0;0;0;1;1;0;1;1;0;1
3;1227;13;21001;0;43;26766;2;10;23490;1;0;0;0;0;1;1;0;1;1;0;0;0
3;1228;8;32070;0;43;35731;1;15;53004;2;2;0;0;1;1;0;1;1;0;0;1;0
3;1228;15;24802;1;45;35015;2;12;18060;0;0;0;1;1;0;1;1;0;0;1;1;1
3;1229;15;32076;0;38;45269;1;9;82273;2;2;1;1;0;1;1;0;0;1;1;0;1
3;1229;12;18433;0;40;39192;1;13;83807;2;1;1;0;1;1;0;0;1;1;0;1;0
3;1229;13;15745;0;44;46726;1;16;79154;2;1;0;1;1;0;0;1;1;0;1;0;0
3;1230;15;55220;2;40;35985;1;7;9932;0;1;1;1;0;0;1;1;0;1;0;0;0
3;1230;11;58586;2;41;27663;1;9;9738;0;1;1;0;0;1;1;0;1;0;0;0;1
3;1231;10;13036;0;36;28520;2;19;25424;1;1;0;0;1;1;0;1;0;0;0;1;0
3;1231;18;50433;2;38;34369;1;13;18883;0;2;0;1;1;0;1;0;0;0;1;0;0
3;1231;15;30758;2;31;22115;1;18;21626;0;1;1;1;0;1;0;0;0;1;0;0;1
3;1232;13;12862;0;36;23713;2;18;22957;1;1;1;0;1;0;0;0;1;0;0;1;0
3;1232;17;7083;0;43;33068;1;18;97585;2;2;0;1;0;0;0;1;0;0;1;0;1
3;1233;23;145425;2;47;34282;0;19;96767;1;2;0;0;0;1;0;0;1;0;1;0;0
3;1233;18;123098;2;48;34988;1;14;15278;0;0;0;0;1;0;0;1;0;1;0;1;1
3;1234;7;527;0;53;56902;1;13;59166;2;1;0;1;0;0;1;0;1;0;1;2;0
3;1234;20;89219;2;42;58263;1;18;43286;0;2;1;0;0;1;0;1;0;1;2;0;0
3;1235;12;91197;2;33;17896;0;22;23618;1;1;0;0;1;0;1;0;1;2;0;0;0
3;1235;17;51302;1;26;16039;0;19;79467;2;1;0;1;0;1;0;1;2;0;0;0;0
3;1235;10;18298;0;32;57161;2;17;33635;1;1;1;0;1;0;1;2;0;0;0;1;0
3;1236;12;15470;1;30;39215;2;9;10075;0;0;0;1;0;1;2;0;0;0;1;0;0
3;1237;10;50527;2;32;35853;1;12;17470;0;0;1;2;0;0;0;1;0;1;2;0;0
3;1238;11;38821;2;28;11081;0;20;20200;1;0;0;0;0;1;0;1;2;0;0;0;0
3;1238;16;34994;1;31;15464;0;19;57422;2;2;0;0;1;0;1;2;0;0;0;0;0
3;1239;10;10370;0;32;58120;1;15;74612;2;0;1;0;1;2;0;0;0;0;0;1;0
3;1239;11;40810;1;27;26566;0;11;85316;2;1;0;1;2;0;0;0;0;0;1;0;1
3;1240;13;134797;2;31;44651;0;18;108627;1;2;1;2;0;0;0;0;0;1;0;0;0
3;1240;8;31267;2;27;29325;1;14;11673;0;0;2;0;0;0;0;0;1;0;0;0;0
3;1241;12;54214;2;35;39010;1;12;35353;0;2;0;0;0;0;0;1;0;0;0;0;0
3;1241;13;16147;0;34;46877;1;15;51421;2;1;0;0;0;0;1;0;0;0;0;0;1
3;1241;8;43025;1;36;19887;0;18;64165;2;1;0;0;0;1;0;0;0;0;0;1;0
3;1242;13;32565;2;37;17203;1;8;10108;0;0;0;0;1;0;0;0;0;0;1;1;1
3;1242;13;74666;2;34;23369;1;11;12060;0;2;0;1;0;0;0;0;0;1;1;1;1
3;1243;11;14314;1;36;11602;0;13;38682;2;0;1;0;0;0;0;0;1;1;1;0;0
3;1243;11;12532;0;36;22873;1;15;64948;2;2;0;0;0;0;0;1;1;1;0;0;0
3;1243;7;36720;2;36;26442;0;10;30953;1;1;0;0;0;0;1;1;1;0;0;1;1
3;1244;12;47266;1;32;28471;0;11;60240;2;1;0;0;0;1;1;1;0;0;1;0;1
3;1244;12;16883;0;42;169587;2;12;131464;1;2;0;0;1;1;1;0;0;1;0;2;0
3;1245;14;35003;1;39;61160;2;8;26199;0;0;0;1;1;1;0;0;1;0;2;1;1
3;1245;16;30389;2;37;19675;1;9;12749;0;0;1;1;1;0;0;1;0;2;1;1;1
3;1245;18;30518;2;36;17658;0;11;28690;1;1;1;1;0;0;1;0;2;1;1;1;0
3;1246;11;23974;1;30;18074;0;7;54927;2;1;1;0;0;1;0;2;1;1;1;0;1
3;1246;15;23059;1;27;12617;0;9;48720;2;1;0;0;1;0;2;1;1;1;0;1;1
3;1247;14;16982;0;27;21631;1;8;24723;2;1;0;1;0;2;1;1;1;0;1;0;0
3;1247;13;67374;2;37;17478;0;11;33549;1;2;1;0;2;1;1;1;0;1;0;1;0
3;1247;10;11889;0;29;16636;1;10;19006;2;0;0;2;1;1;1;0;1;0;1;0;1
3;1248;9;9255;0;23;15323;1;9;22984;2;1;2;1;1;1;0;1;0;1;0;0;1
3;1248;8;6930;0;29;29218;1;15;91355;2;2;1;1;1;0;1;0;1;0;0;1;1
3;1249;8;67199;2;23;24547;1;8;18844;0;1;1;1;0;1;0;1;0;0;1;1;0
3;1249;11;36590;2;24;13323;0;9;33372;1;1;1;0;1;0;1;0;0;1;1;0;1
3;1249;6;24578;2;27;13263;0;12;14810;1;0;0;1;0;1;0;0;1;1;0;1;0
3;1250;6;7068;0;29;31702;1;13;81365;2;2;1;0;1;0;0;1;1;0;1;0;1
3;1250;11;51490;1;29;30518;0;9;68178;2;1;0;1;0;0;1;1;0;1;0;1;0
3;1251;9;723616;1;34;129494;0;10;757529;2;2;1;0;0;1;1;0;1;0;1;1;1
3;1251;9;728661;2;28;113628;0;9;720969;1;1;0;0;1;1;0;1;0;1;1;1;0
3;1251;10;779253;2;29;121485;0;9;754728;1;1;0;1;1;0;1;0;1;1;1;1;1
3;1252;11;730184;2;31;112947;0;10;715716;1;1;1;1;0;1;0;1;1;1;1;1;0
3;1252;11;745614;2;34;115243;0;10;710012;1;1;1;0;1;0;1;1;1;1;1;0;0
3;1253;10;745519;1;33;168830;0;10;855454;2;1;0;1;0;1;1;1;1;1;0;0;1
3;1253;9;743602;2;31;120375;0;8;702639;1;1;1;0;1;1;1;1;1;0;0;1;1
3;1253;13;731975;2;31;120633;0;7;709916;1;1;0;1;1;1;1;1;0;0;1;1;1
3;1254;8;47831;1;31;30710;0;6;65706;2;0;1;1;1;1;1;0;0;1;1;1;1
3;1254;16;8624;0;35;17874;1;8;19553;2;0;1;1;1;1;0;0;1;1;1;1;1
3;1255;14;57884;2;28;22721;1;9;16953;0;1;1;0;0;1;1;1;1;1;1;1;0
3;1256;12;34714;1;33;75746;2;5;1601;0;1;0;0;1;1;1;1;1;1;1;0;1
3;1256;12;73368;1;40;173648;2;5;644;0;2;0;1;1;1;1;1;1;1;0;2;1
3;1257;15;111801;2;32;64362;1;7;2003;0;1;1;1;1;1;1;1;1;0;2;1;0
3;1257;10;24963;1;35;41354;2;10;22146;0;0;1;1;1;1;1;1;0;2;1;0;1
3;1257;14;50240;2;29;37336;1;12;10022;0;1;1;1;1;1;1;0;2;1;0;1;1
3;1258;16;25023;0;30;42228;1;9;50020;2;1;1;1;1;1;0;2;1;0;1;1;0
3;1258;9;13957;0;27;40868;2;12;37339;1;1;1;1;1;0;2;1;0;1;1;0;1
3;1259;9;14511;0;29;41905;1;13;71188;2;1;1;1;0;2;1;0;1;1;0;1;0
3;1259;8;7254;0;25;61225;2;10;42790;1;1;1;0;2;1;0;1;1;0;1;0;1
3;1259;11;25075;0;31;46062;2;9;30181;1;1;0;2;1;0;1;1;0;1;0;1;1
3;1260;10;16524;0;28;37373;2;10;18404;1;1;2;1;0;1;1;0;1;0;1;0;0
3;1260;6;7589;0;28;41825;2;9;19975;1;1;1;0;1;1;0;1;0;1;0;0;1
3;1261;5;11363;0;29;43653;1;10;49697;2;2;0;1;1;0;1;0;1;0;0;1;0
3;1261;11;98395;2;27;52592;1;8;2011;0;1;1;1;0;1;0;1;0;0;1;0;0
3;1261;5;11305;0;34;44720;2;13;29150;1;0;1;0;1;0;1;0;0;1;0;0;0
3;1262;8;36729;1;27;40626;2;6;1030;0;1;0;1;0;1;0;0;1;0;0;0;0
3;1262;7;93271;2;28;51493;1;8;4412;0;2;1;0;1;0;0;1;0;0;0;0;1
3;1263;5;2664;0;30;43601;2;9;14062;1;0;0;1;0;0;1;0;0;0;0;1;0
3;1263;12;93979;2;27;47202;1;8;2230;0;2;1;0;0;1;0;0;0;0;1;0;1
3;1263;9;144898;2;32;78371;0;10;92812;1;2;0;0;1;0;0;0;0;1;0;1;1
3;1264;5;27095;0;29;70617;2;11;59169;1;0;0;1;0;0;0;0;1;0;1;0;1
3;1264;10;169618;2;33;76467;1;10;3798;0;2;1;0;0;0;0;1;0;1;0;1;1
3;1265;9;98169;2;40;80269;1;13;36517;0;1;0;0;0;0;1;0;1;0;1;1;1
